incident_id,date,title,victim_country
319,2019-12-29,Tesla on Autopilot Fatally Crashed into Parked Fire Truck in Indiana,USA
332,2016-04-05,Google Image Showed Racially Biased Results for “Professional” Hairstyles,worldwide
340,2017-02-01,Hondas CMBS False Positives Allegedly Caused Accidents to Customers,worldwide
341,2017-04-06,"Nissans ""Automatic Emergency Braking"" False Positives Posed Traffic Risks to Drivers",worldwide
334,2014-10-01,Uber Deployed Secret Program To Deny Local Authorities Rides,worldwide
305,2019-02-01,YouTubes Recommendation Algorithm Allegedly Promoted Climate Misinformation Content,worldwide
297,2020-02-20,"EasyMile Self-Driving Shuttle Unexpectedly Stopped Mid-Route, Injuring a Passenger",worldwide
282,2020-10-03,Facebooks Algorithm Mistook an Advertisement of Onions as Sexual Suggestive Content,CAN
276,2022-01-01,"Local South Korean Governments Use of CCTV Footage Analysis via Facial Recognition to Track COVID Cases Raised Concerns about Privacy, Retention, and Potential Misuse",KOR
290,2022-06-03,False Negatives for Water Quality-Associated Beach Closures,CAN
296,2016-02-10,Twitter Recommender System Amplified Right-Leaning Tweets,worldwide
313,2022-08-25,BlenderBot 3 Cited Dutch Politician as a Terrorist,NLD
333,2021-03-17,Tesla on Autopilot Crashed Parked Michigan Police Car on Interstate,USA
304,2021-11-03,Tesla on FSD Reportedly Drove into the Wrong Lane in California,USA
331,2020-08-05,Bug in Instagrams “Related Hashtags” Algorithm Allegedly Caused Disproportionate Treatment of Political Hashtags,worldwide
337,2021-04-17,"Tesla Model S on ACC Crashed into Tree in Texas, Killing Two People",USA
346,2016-06-15,Robots in Japanese Hotel Annoyed Guests and Failed to Handle Simple Tasks,JPN
283,2018-07-02,Facebooks Automated Content Moderation Tool Flagged a Post Containing Parts of the Declaration of Independence as Hate Speech by Mistake,USA
286,2021-02-26,"TikToks ""For You"" Allegedly Pushed Fatal “Blackout” Challenge Videos to Two Young Girls",worldwide
307,2017-11-01,iPhone Face ID Failed to Recognize Users Morning Faces,worldwide
309,2017-08-26,Facial Recognition Trial Performed Poorly at Notting Hill Carnival,GBR
327,2015-03-24,Facebooks On-This-Day Feature Mistakenly Showed Painful Memories to Users,worldwide
344,2021-07-01,Hiring Algorithms Provided Invalid Positive Results for Interview Responses in German,DEU
348,2020-11-01,YouTube Recommendation Reportedly Pushed Election Fraud Content to Skeptics Disproportionately,worldwide
349,2022-03-22,"Evolv AI Weapons Detection System Allegedly Misrepresents Accuracy, Leading to School Security Gaps",worldwide
277,2022-01-14,Voices Created Using Publicly Available App Stolen and Resold as NFT without Attribution,worldwide
311,2020-05-02,YouTube Auto-Moderation Mistakenly Banned Women of Sex Tech Conference,worldwide
317,2020-03-17,Bug in Facebooks Anti-Spam Filter Allegedly Blocked Legitimate Posts about COVID-19,worldwide
324,2019-11-12,GAN Faces Deployed by The BLs Fake Account Network to Push Pro-Trump Content on Meta Platforms,worldwide
303,2022-08-21,Googles Automated Child Abuse Detection Wrongfully Flagged a Parents Naked Photo of His Child,worldwide
339,2022-09-15,Open-Source Generative Models Abused by Students to Cheat on Assignments and Exams,worldwide
343,2021-07-11,"Facebook, Instagram, and Twitter Failed to Proactively Remove Targeted Racist Remarks via Automated Systems",worldwide
302,2021-03-15,Students Allegedly Wrongfully Accused of Cheating via Medical Schools Internal Software,worldwide
308,2017-07-03,Atlas Robot Fell off Stage at Conference,USA
310,2017-06-03,High False Positive Rate by SWPs Facial Recognition Use at Champions League Final,GBR
315,2016-04-09,Facial Recognition Service Abused to Target Russian Porn Actresses,RUS
321,2018-03-23,"Tesla Model X on Autopilot Crashed into California Highway Barrier, Killing Driver",USA
329,2017-09-18,Amazon Reportedly Recommends Explosive-Producing Ingredients as Frequently Bought Together Items for Chemicals,worldwide
284,2018-05-01,Facebooks Automated Removal of Content Featuring Nudity-Containing Artworks Denounced as Censorship,worldwide
298,2021-10-21,Student-Developed Facial Recognition App Raised Ethical Concerns,worldwide
279,2019-07-01,TikToks “For You” Algorithm Exposed Young Users to Pro-Eating Disorder Content,worldwide
281,2019-02-04,YouTubes Algorithms Failed to Remove Violating Content Related to Suicide and Self-Harm,worldwide
312,2021-08-15,Startups Accent Translation AI Denounced as Reinforcing Racial Bias,USA
316,2016-06-02,Facebook Ad-Approval Algorithm Allegedly Missed Fraudulent Ads via Simple URL Checks,worldwide
288,2019-01-30,New Jersey Police Wrongful Arrested Innocent Black Man via FRT,USA
289,2020-06-15,"Starship Delivery Robot Scuffed Bumper of a Residents Car in Texas, Allegedly Refusing to Release Footage of the Accident",USA
306,2016-05-26,Tesla on Autopilot TACC Crashed into Van on European Highway,worldwide
345,2021-04-13,Auto-Insurance Photo-Based Estimation Allegedly Gave Inaccurate Repair Prices Frequently,worldwide
301,2022-02-15,Teenager at Broward College Allegedly Wrongfully Accused of Cheating via Remote Proctoring,USA
314,2022-08-17,Stable Diffusion Abused by 4chan Users to Deepfake Celebrity Porn,worldwide
322,2019-12-07,Tesla Model 3 Crashed into Police Patrol Car on Connecticut Highway,USA
336,2015-03-01,UK Home Offices Sham Marriage Detection Algorithm Reportedly Flagged Certain Nationalities Disproportionately,GBR
351,2022-09-13,"""The Little Mermaid"" Clip Doctored Using Generative AI to Replace Black Actress with White Character",worldwide
364,2020-04-15,Walmarts Bagging-Detection False Positives Exposed Workers to Health Risk,worldwide
367,2020-06-17,"iGPT, SimCLR Learned Biased Associations from Internet Training Data",worldwide
355,2018-07-07,Uber Allegedly Wrongfully Accused Drivers of Fraud via Automated Systems,"GBR, PRT"
356,2020-09-15,Philosophy AI Tentatively Produced Offensive Results for Certain Prompts,ETH
368,2016-06-01,"Facial Recognition Smart Phone App ""Blue Wolf"" Monitored Palestinians in West Bank",PSE
370,2017-09-27,Google Fined for Changing Shopping Algorithms in EU to Favor Own Service,worldwide
378,2022-04-06,TuSimple Truck Steered into Interstate Freeway Divide,USA
391,2022-07-26,Facial Recognition Trial by UK Southern Co-op Alleged as Unlawful,GBR
371,2019-11-29,Uganda Deployed Huaweis Facial Recognition to Monitor Political Opposition and Protests,UGA
393,2021-12-08,Facebook AI-Supported Moderation for Ads Failed to Detect Violating Content,worldwide
358,2018-06-01,Calgary Malls Deployed Facial Recognition without Customer Consent,CAN
363,2021-01-15,Facebooks Automated Moderation Mistakenly Flagged Landmarks Name as Offensive,worldwide
369,2022-08-29,GAN Artwork Won First Place at State Fair Competition,USA
400,2022-02-23,Google Search Returned Fewer Results for Abortion Services in Rural Areas,worldwide
373,2013-10-01,Michigans Unemployment Benefits Algorithm MiDAS Issued False Fraud Claims to Thousands of People,USA
376,2016-09-01,RealPage Algorithm Allegedly Inflates Rents and Reduces Competition in Housing Market,worldwide
395,2021-03-02,Amazon Forced Deployment of AI-Powered Cameras on Delivery Drivers,worldwide
361,2018-05-11,Amazon Echo Mistakenly Recorded and Sent Private Conversation to Random Contact,worldwide
377,2022-10-11,Weibo Model Had Difficulty Detecting Shifts in Censored Speech,CHN
354,2020-06-20,Uber Allegedly Violated GDPR by Failing to Provide Sufficient Notice on Automated Profiling for Drivers,worldwide
381,2020-10-29,Autonomous Roborace Car Drove Directly into a Wall,worldwide
353,2019-03-01,"Tesla on Autopilot Crashed into Trailer Truck in Florida, Killing Driver",USA
374,2020-08-13,UK Ofquals Algorithm Disproportionately Provided Lower Grades Than Teachers Assessments,"IRL, GBR"
380,2014-03-04,Facebooks Auto-Generated Targeting Ad Categories Contained Anti-Semitic Options,worldwide
357,2019-02-14,GPT-2 Able to Recite PII in Training Data,worldwide
385,2022-10-04,Canadian Polices Release of Suspects AI-Generated Facial Photo Reportedly Reinforced Racial Profiling,CAN
388,2018-12-01,Facial Recognition Pilot in Bahia Reportedly Targeted Black and Poor People,BRA
383,2022-10-04,Google Home Mini Speaker Reportedly Read N-Word in Song Title Aloud,worldwide
390,2022-06-28,Deepfakes Reportedly Deployed in Online Interviews for Remote Work Positions,worldwide
387,2014-12-22,Oracles Algorithmic Data Processing System Alleged as Unlawful and Violating Privacy Rights,worldwide
394,2017-03-15,Social Medias Automated Word-Flagging without Context Shifted Content Creators Language Use,worldwide
362,2021-07-20,Facebooks Automated Moderation Flagged Gardening Groups Language Use by Mistake,worldwide
384,2022-10-03,Glovo Driver in Italy Fired via Automated Email after Being Killed in Accident,ITA
359,2021-05-23,"Facebook, Instagram, and Twitter Cited Errors in Automated Systems as Cause for Blocking pro-Palestinian Content on Israeli-Palestinian Conflict","PSE, ISR"
396,2018-07-04,Transgender Uber Drivers Mistakenly Kicked off App for Appearance Change during Gender Transitions,worldwide
352,2022-09-15,GPT-3-Based Twitter Bot Hijacked Using Prompt Injection Attacks,worldwide
372,2022-07-22,Users Reported Security Issues with Google Pixel 6as Fingerprint Unlocking,worldwide
375,2019-09-29,Thai Wallet Apps Facial Recognition Errors Created Registration Issues for Government Programs,THA
379,1992-05-25,Error in Pepsis Number Generation System Led to Decades-Long Damages in the Philippines,PHL
382,2017-11-21,Instagrams Exposure of Harmful Content Contributed to Teenage Girls Suicide,GBR
386,2019-07-03,"Amazons ""Time Off Task"" System Made False Assumptions about Workers Time Management",worldwide
389,2022-04-05,Cruise Autonomous Car Blocked Fire Truck Responding to Emergency,USA
397,2022-09-11,Misinformation Reported in TikToks Search Results Despite Moderation by AI and Human,worldwide
398,2022-08-15,Tesla Autopilot Misidentified On-Road Horse-Drawn Carriage,worldwide
399,2022-11-15,Meta AIs Scientific Paper Generator Reportedly Produced Inaccurate and Harmful Content,worldwide
401,2021-06-03,"Kannada Insulted by Googles Featured Answer as ""Ugliest Language in India""",IND
402,2021-04-01,Players Manipulated GPT-3-Powered Game to Generate Sexually Explicit Material Involving Children,worldwide
360,2021-10-15,"McDonalds AI Drive-Thru Allegedly Collected Biometric Customer Data without Consent, Violating BIPA",USA
366,2020-09-20,Suicide Clips Evaded TikToks Automated Moderation in Coordinated Attack,worldwide
392,2015-06-01,Facebooks AI-Supported Moderation Failed to Classify Terrorist Content in East African Languages,worldwide
407,2016-02-03,Ubers Surge Pricing Reportedly Offered Disproportionate Service Quality along Racial Lines,worldwide
404,2019-06-25,Sound Intelligences Aggression Detector Misidentified Innocuous Sounds,worldwide
406,2015-07-15,Facebooks Friend Suggestion Feature Recommends Patients of Psychiatrist to Each Other,worldwide
408,2017-04-15,Facebook Reportedly Outed Sex Workers through Friend Recommendations,worldwide
409,2013-09-13,Facial Recognition Researchers Used YouTube Videos of Transgender People without Consent,worldwide
405,2018-11-28,Schufa Credit Scoring in Germany Reported for Unreliable and Imbalanced Scores,DEU
403,2018-01-15,Gmails Inbox Sorting System Reportedly Reduced Visibility of Political Emails and Campaign Calls-to-Action,worldwide
410,2022-11-09,KFC Sent Insensitive Kristallnacht Promotion via Holiday Detection System,worldwide
411,2022-11-27,Chinese Accounts Spammed Twitter Feed Allegedly to Obscure News of Protests,CHN
412,2020-01-15,Finland Polices Facial Recognition Trial to Identify Sexual Abuse Victims Deemed Illegal,FIN
413,2022-11-30,Thousands of Incorrect ChatGPT-Produced Answers Posted on Stack Overflow,worldwide
414,2020-01-18,Facebook Gave Vulgar English Translation of Chinese Presidents Name,CHN
415,2020-07-28,Facebook Provided Offensive Translation for King of Thailands Birthday Ceremony,THA
416,2022-12-01,Facebooks Job Ad Algorithm Allegedly Biased against Older and Female Workers,worldwide
417,2019-11-15,Facebook Feed Algorithms Exposed Low Digitally Skilled Users to More Disturbing Content,worldwide
418,2017-03-13,Uber Locked Indian Drivers out of Accounts Allegedly Due to Facial Recognition Fails,IND
419,2022-12-01,Facebooks Automated Moderation Allowed Ads Threatening Election Workers to be Posted,worldwide
420,2022-11-30,Users Bypassed ChatGPTs Content Filters with Ease,worldwide
421,2022-11-20,Stable Diffusion Allegedly Used Artists Works without Permission for AI Training,worldwide
422,2022-11-22,Deepfake of FTXs Former CEO Posted on Twitter Aiming to Scam FTX Collapse Victims,worldwide
423,2022-11-22,"Lensa AIs Produced Unintended Sexually Explicit or Suggestive ""Magic Avatars"" for Women",worldwide
424,2020-03-09,Universities AI Proctoring Tools Allegedly Failed Canadas Legal Threshold for Consent,CAN
425,2021-06-12,State Farm Allegedly Discriminated against Black Customers in Claim Payout,worldwide
426,2022-09-23,XPeng P7 Crashed into Truck in Shangdong While on Automatic Navigation Assisted Driving,worldwide
427,2022-03-15,Cruise Taxis Sudden Braking Allegedly Put People at Risk,worldwide
428,2017-05-19,BBC Reporters Twin Brother Cracked HSBCs Voice ID Authentication,GBR
429,2016-04-01,Unreliable ShotSpotter Audio Convicted Black Rochester Man of Shooting Police,worldwide
430,2022-12-19,Lawyers Denied Entry to Performance Venue by Facial Recognition,worldwide
431,2022-04-20,Robbers Accessed Drugged Gay Mens Bank Accounts Using Their Phones Facial Recognition,USA
432,2022-12-21,Southwest Airlines Crew Scheduling Solver Degenerates Flight Network,worldwide
433,2012-08-01,Chicago Polices Strategic Subject List Reportedly Biased Along Racial Lines,USA
434,2022-11-24,Sudden Braking by Tesla Allegedly on Self-Driving Mode Caused Multi-Car Pileup in Tunnel,USA
435,2021-07-04,Coupang Allegedly Tweaked Search Algorithms to Boost Own Products,KOR
436,2022-12-28,Tesla Driver Put Car on Autopilot Before Falling Asleep in Germany,DEU
437,2016-12-31,Amazon India Allegedly Rigged Search Results to Promote Own Products,IND
438,2021-09-17,Chinese Province Developed System Tracking Journalists and International Students,CHN
439,2019-07-31,Detroit Police Wrongfully Arrested Black Man Due To Faulty Facial Recognition,USA
440,2022-11-25,Louisiana Police Wrongfully Arrested Black Man Using False Face Match,USA
441,2019-06-01,Korea Developed ID Screening System Using Airport Travelers Data without Consent,KOR
443,2022-12-21,ChatGPT Abused to Develop Malicious Softwares,worldwide
444,2003-03-22,"US Air Forces Patriot Missile Mistakenly Launched at Ally Fighter Jet, Killing Two","GBR, USA"
445,2003-04-02,"Patriot Missile System Misclassified US Navy Aircraft, Killing Pilot Upon Approval to Fire",USA
446,2023-01-01,ShotSpotter Failed to Alert Authorities of Mass Shooting in North Carolina,USA
447,2022-12-19,"Footballers ""X-Rated"" Comment Created by Instagrams Mistranslation",ARG
448,2022-12-28,AI-Powered VTuber and Virtual Streamer Made Toxic Remarks on Twitch,worldwide
449,2022-12-01,Startup Misled Research Participants about GPT-3 Use in Mental Healthcare Support,worldwide
450,2021-11-01,Kenyan Data Annotators Allegedly Exposed to Graphic Content for OpenAIs AI,KEN
451,2022-10-16,Stable Diffusions Training Data Contained Copyrighted Images,worldwide
452,2023-01-11,"ChatGPT-Written Bug Reports Deemed ""Nonsense"" by White Hat Platform, Prompted Bans",worldwide
453,2023-01-03,Twitters AI Moderation Tool Misidentified Rockets as Pornography,worldwide
454,2018-11-09,Emotion Detection Models Showed Disparate Performance along Racial Lines,worldwide
455,2022-11-11,CNETs Published AI-Written Articles Ran into Quality and Accuracy Issues,worldwide
456,2021-05-18,Replikas AI Partners Reportedly Sexually Harassed Users,worldwide
457,2022-11-11,Article-Writing AI by CNET Allegedly Committed Plagiarism,worldwide
458,2015-08-01,Robot Destroyed while Hitchhiking through the United States,"CAN, USA"
459,2023-01-21,Firefighters Smashed Cruise AVs Front Window to Stop It from Running over Fire Hoses,USA
460,2022-06-12,Cruise AV Ran Over Fire Hose in Active Fire Scene,USA
461,2008-07-18,IRS Audited Black Taxpayers More Frequently Reportedly Due to Algorithm,worldwide
462,2023-02-06,AI-Produced Livestream Sitcom Received Temporary Twitch Ban for Transphobic Segment,worldwide
463,2022-11-15,"Apple Devices Mistook Skiing Activities, Dialed False Distress Emergency Calls ",worldwide
464,2022-11-30,ChatGPT Provided Non-Existent Citations and Links when Prompted by Users,worldwide
465,2022-03-03,Generative Models Reportedly Trained on Dataset Containing Private Medical Photos,worldwide
466,2023-01-03,AI-Generated-Text-Detection Tools Reported for High Error Rates,worldwide
467,2023-02-07,Googles Bard Shared Factually Inaccurate Info in Promo Video,worldwide
468,2023-02-07,ChatGPT-Powered Bing Reportedly Had Problems with Factual Accuracy on Some Controversial Topics,worldwide
469,2006-02-25,Automated Adult Content Detection Tools Showed Bias against Women Bodies,worldwide
470,2023-02-08,Bing Chat Response Cited ChatGPT Disinformation Example,worldwide
471,2019-06-22,Facebook Allegedly Failed to Police Hate Speech Content That Contributed to Ethnic Violence in Ethiopia,ETH
472,2016-10-08,NYPDs Deployment of Facial Recognition Cameras Reportedly Reinforced Biased Policing,USA
473,2023-02-08,Bing Chats Initial Prompts Revealed by Early Testers Through Prompt Injection,worldwide
474,2023-02-03,Users Reported Abrupt Behavior Changes of Their AI Replika Companions,worldwide
475,2021-06-02,McDonalds Reportedly Ends IBM Partnership After AI Drive-Thru Ordering Errors at U.S. Locations,worldwide
476,2015-11-13,YouTube Recommendations Allegedly Promoted Radicalizing Material Contributing to Terrorist Acts,FRA
477,2023-02-14,Bing Chat Tentatively Hallucinated in Extended Conversations with Users,worldwide
478,2016-09-09,"Tesla FSD Reportedly Increased Crash Risk, Prompting Recall",worldwide
479,2023-02-03,Instagram Video Featured Deepfake Audio of US President Making Transphobic Remarks,worldwide
480,2023-01-30,Non-Consensual Deepfake Porn Targeted Female Content Creators,worldwide
481,2023-02-12,Purported Deepfake TikTok Video Reportedly Featured Joe Rogan Endorsing Supplement Brand,worldwide
482,2023-02-16,ChatGPT-Assisted University Email Addressing Mass Shooting Denounced by Students,USA
483,2023-02-02,Indian Police Allegedly Tortured and Killed Innocent Man Following Facial Misidentification,IND
484,2023-01-18,US CBP Apps Failure to Detect Black Faces Reportedly Blocked Asylum Applications,HTI
485,2023-02-22,UK Banks Voice ID Successfully Bypassed Using AI-Produced Audio,GBR
486,2022-12-01,AI Video-Making Tool Abused to Deploy Pro-China News on Social Media,CHN
487,2023-02-15,Deepfake Video Featured Fictitious News Anchors Discussing Venezuelas Economy,VEN
488,2023-02-10,AI Generated Voices Used to Dox Voice Actors,worldwide
489,2019-06-03,Workdays AI Tools Allegedly Enabled Employers to Discriminate against Applicants of Protected Groups,USA
490,2023-02-20,Clarkesworld Magazine Reportedly Closed Down Submissions Due to Massive Increase in Purportedly AI-Generated Stories,worldwide
491,2023-02-02,"Replikas AI Experience Reportedly Lacked Protection for Minors, Resulting in Data Ban",ITA
492,2023-01-11,Canadian Parents Tricked out of Thousands Using Their Sons AI Voice,CAN
493,2023-02-28,"TikTok User Videos Impersonated Andrew Tate Using AI Voice, Prompting Ban",worldwide
494,2023-03-05,Female Celebrities Faces Shown in Sexually Suggestive Ads for Deepfake App,worldwide
495,2023-02-12,High Schoolers Posted Deepfaked Video Featuring Principal Making Violent Racist Threats,worldwide
496,2017-03-01,Male College Freshman Allegedly Made Porn Deepfakes Using Female Friends Face,worldwide
497,2023-03-03,"DoNotPay Allegedly Misrepresented Its AI ""Robot Lawyer"" Product",worldwide
498,2023-03-15,GPT-4 Reportedly Posed as Blind Person to Convince Human to Complete CAPTCHA,worldwide
499,2023-03-21,Parody AI Images of Donald Trump Being Arrested Reposted as Misinformation,worldwide
500,2023-02-10,Online Scammers Tricked People into Sending Money Using AI Images of Earthquake in Turkey,"TUR, SYR"
501,2019-06-03,Length of Stay False Diagnosis Cut Off Insurers Payment for Treatment of Elderly Woman,USA
502,2017-04-10,Pennsylvania Countys Family Screening Tool Allegedly Exhibited Discriminatory Effects,USA
503,2023-02-14,Bing AI Search Tool Reportedly Declared Threats against Users,worldwide
504,2023-02-08,Bing Chats Outputs Featured in Demo Video Allegedly Contained False Information,worldwide
505,2023-03-27,Man Reportedly Committed Suicide Following Conversation with Chai Chatbot,BEL
506,2023-03-29,ChatGPT Allegedly Produced False Accusation of Sexual Harassment,USA
507,2023-03-15,ChatGPT Erroneously Alleged Mayor Served Prison Time for Bribery ,AUS
508,2023-01-30,Celebrities Deepfake Voices Abused with Malicious Intent,worldwide
509,2023-03-23,Scammers Deepfaked Videos of Victims Loved Ones Asking for Funds over Facebook in Vietnam,VNM
510,2023-03-24,Viral Image of Pope Francis in a Puffer Jacket Revealed to Be AI-Generated,worldwide
511,2023-02-12,Microsofts Bing Failed to Fetch Movie Showtimes Results Due to Date Confusion,worldwide
513,2023-03-31,ChatGPT Banned by Italian Authority Due to OpenAIs Lack of Legal Basis for Data Collection and Age Verification,ITA
514,2023-01-20,Turnitins ChatGPT-Detection Tool Falsely Flagged Student Essays as AI-Generated,worldwide
515,2022-11-25,Facial Recognition Error Reportedly Leads to Wrongful Arrest of Georgia Man and $200K Settlement in Louisiana,USA
516,2023-03-20,ChatGPT Reportedly Exposed Users Private Data Reportedly Due to Bug,worldwide
517,2018-02-15,Man Arrested For Sock Theft by False Facial Match Despite Alibi,USA
518,2017-04-28,New York Detective Misused Woody Harrelsons Face to Perform Face Recognition Search,USA
519,2022-04-03,Starship Delivery Robot Ran into Problems Traversing Campus Terrains,worldwide
520,2022-05-08,Amazon Fresh Cameras Failed to Register Purchased Items,worldwide
521,2020-06-10,Images Captured by iRobots Roomba Containing Device Users Posted on Private Online Groups,worldwide
522,2019-07-10,"Facebook Political Ad Delivery Algorithms Inferred Users Political Alignment, Inhibiting Political Campaigns Reach",worldwide
523,2023-03-15,Australian Journalist Able to Access Centrelink Account Using AI Audio of Own Voice,AUS
524,2023-02-12,AI Voices Abused by Telegram User to Make Swat Calls as Paid Service,worldwide
525,2019-07-06,Tesla Vehicle Running on Self-Driving Mode Crashes on City Streets,worldwide
526,2023-04-17,Novel Deepfake Song Pulled from Music Streaming Services After Allegedly Violating Artists Rights,CAN
527,2014-05-08,Tech Companies Reportedly Influenced Gig Workers Behaviors Using Algorithms to Vary Pay for Same Amount of Work,worldwide
528,2023-04-08,Amazon Algorithmic Pricing Allegedly Hiked up Price of Reference Book to Millions,worldwide
529,2022-08-22,Stable Diffusion Exhibited Biases for Prompts Featuring Professions,worldwide
530,2019-07-11,Telegram Channels Allowed Users to Make Non-Consensual Deepfake Porn as Paid Service,worldwide
531,2017-09-15,AI-Assisted Body Scanners Reportedly Subjected Transgender Travelers to Invasive Body Searches,worldwide
532,2020-06-20,AI translation is jeopardizing Afghan asylum claims,AFG
533,2021-06-02,Tesla FSD Misidentified Truck Hauling Traffic Lights as Trail of Traffic Lights,worldwide
534,2021-04-29,Facebook Alleged in Lawsuit Misleading Public about Effects of Algorithms on Children,USA
535,2020-01-01,COVID-19 Detection and Prognostication Models Allegedly Flagged for Methodological Flaws and Underlying Biases,worldwide
536,2012-12-10,NJ Transits Use of Modeling Software Miscalculated Storm Surge Threat Level,USA
537,2023-01-20,Mother in Arizona Received Fake Ransom Call Featuring AI Voice of Her Daughter,USA
538,2023-05-15,Texas A&M Professor Misused ChatGPT to Detect AI Text Generation in Student Submissions,USA
539,2023-03-11,Snapchats My AI Reported for Lacking Protection for Children,worldwide
540,2023-05-15,"Tesla Failed to Yield to Detected Pedestrian on Crosswalk, Reportedly Violated Traffic Law",worldwide
541,2023-05-04,ChatGPT Reportedly Produced False Court Case Law Presented by Legal Counsel in Court,worldwide
543,2023-05-22,Purported AI-Generated Image of Explosion Near Pentagon Reportedly Triggers Brief Market Dip and Public Confusion,USA
544,2023-05-11,Alleged Use of Purportedly AI-Generated and Manipulated Media to Misrepresent Candidates and Disrupt Turkeys 2023 Presidential Election,TUR
545,2023-05-29,Chatbot Tessa gives unauthorized diet advice to users seeking help for eating disorders,worldwide
546,2019-05-31,Algorithm to Distribute Social Welfare Reported for Oversimplifying Economic Vulnerability,JOR
547,2023-06-05,Ron DeSantiss Presidential Campaign Released Twitter Video Containing AI Images of Donald Trump Hugging Anthony Fauci,worldwide
548,2023-05-24,Operas GPT-Based AI Reportedly Accused War Photographers of War Crimes,worldwide
549,2023-01-05,Fast Food Chains AI Chatbots Failed to Assist Job Applicants with Scheduling Interviews,worldwide
550,2023-03-17,Tesla Allegedly on Autopilot Struck High School Student Exiting School Bus,USA
551,2023-04-01,FBI Reported Surge of Extortion Cases of AI Media Featuring Sexual Explicit Activities,worldwide
552,2023-06-22,Bing Chat Solved CAPTCHAs with Image Analysis Feature Despite Safeguards,worldwide
553,2023-05-03,Googles Overview Panel for Artist Edward Hopper Featured Image Generated in His Style by AI,USA
554,2023-05-21,Google Results for Johannes Vermeer Featured AI Version of His Artwork as Top Result,NLD
555,2018-06-11,OpenAIs Training Data for LLMs Allegedly Comprised of Copyrighted Books,worldwide
556,2018-05-10,Amazon Allegedly Violated Childrens Privacy through Default Voice Collection Settings,worldwide
557,2020-06-24,Miami Police Deployed Facial Recognition to Arrest George Floyd Protestor Allegedly without Cause,USA
558,2020-08-07,Activists Allege NYPDs Application of Facial Recognition Interfered with Right to Protest,USA
559,2023-06-30,"Grant Reviewers Fed Applications into Generative AI to Produce Reports, Allegedly Breaching Confidentiality",AUS
560,2023-06-23,Tesla on Autopilot Struck Parked Work Truck on Highway in Pennsylvania,USA
561,2019-03-11,OpenAI Alleged by Lawsuit Violated Users Privacy Rights by Training AI on Private Info without Informed Consent,worldwide
562,2022-11-30,Uptick in Low-Quality AI-Produced Content Degraded Publishers Submission Management,worldwide
563,2023-08-14,Cruise Robotaxi Initially Blamed for Ambulance Delay in Case Where Patient Later Died; Subsequent Reports Clear Cruise of Fault,USA
564,2023-08-30,Voice deepfake targets bank in failed transfer scam,USA
565,2023-08-08,AI-Generated Imagery and Multilingual Disinformation in Chinese Campaign Regarding Maui Wildfires,USA
566,2023-09-19,Gannett Halts AI-Generated High School Sports Articles After Series of Errors and Public Backlash,worldwide
567,2023-08-27,Deepfake Voice Exploit Compromises Retools Cloud Services,worldwide
568,2023-06-01,AI-Generated Voices Amplify Conspiracy Theories on TikTok,worldwide
569,2021-12-25,Chatbot Encourages Man to Plot Assassination of Queen Elizabeth II,GBR
570,2023-10-04,Facebook Messenger AI Stickers Generate Ethical and Content Moderation Concerns,worldwide
571,2023-06-22,Accidental Exposure of 38TB of Data by Microsofts AI Research Team,worldwide
572,2023-07-24,Alleged False Accusation of AI-Generated Essay by Turnitin,worldwide
573,2023-10-07,Deepfake Recordings Allegedly Influence Slovakian Election,SVK
574,2023-07-05,AI-Generated Articles at G/O Media Allegedly Diminishes Reputation of Human Staff,worldwide
575,2023-06-28,Amazon Rife with Many Allegedly AI-Generated Books of Suspect Quality,worldwide
576,2023-10-24,"Alleged Misuse of PicSo AI for Generating Inappropriate Content Emphasizing ""Girls""",worldwide
577,2023-06-30,Bankrates Resumption of AI-Generated Content Allegedly Continuing to Produce Inaccurate and Misleading Information,worldwide
578,2023-06-26,Alleged Exploitation of Metas Open-Source LLaMA Model for NSFW and Violent Content,worldwide
579,2023-07-03,Harmful Stereotyping of Non-Cisgendered People via Text-to-Image Systems,worldwide
580,2023-06-12,Alleged Gender Discrimination in Facebook Job Ads Algorithm,worldwide
581,2023-06-24,Google Ads Allegedly Serving Content on AI-Generated Misinformation Sites,worldwide
582,2023-06-01,Racial Bias in Lung Function Diagnostic Algorithm Leads to Underdiagnosis in Black Men,worldwide
583,2023-06-07,Instagram Algorithms Allegedly Promote Accounts Facilitating Child Sex Abuse Content,USA
584,2023-05-18,Illinois Residents File Class Action Lawsuit Against Facial Recognition Technology Companies for Allegedly Violating BIPA,USA
585,2023-10-26,Kremlin-Linked Entities Allegedly Using Generative AI to Spread Russian Disinformation in Latin America,UKR
586,2023-05-22,FTC Targets Edmodo for Unlawful Use of Childrens Data and Delegating Compliance to Schools,worldwide
587,2023-05-22,Apparent Failure to Accurately Label Primates in Image Recognition Software Due to Alleged Fear of Racial Bias,worldwide
588,2023-05-12,Australian Terrorism Prediction Tool Disparately Impacts Persons with Autism,AUS
589,2023-05-01,Proliferation of AI-Generated News Websites and Content Farms Across Multiple Languages Degrading Information Integrity,worldwide
590,2023-02-03,"Alleged ChatGPT-Generated Book with a Duplicate Title, Fake Author, and Similar Content Surfaces on Amazon Ahead of Real Authors Book Release",worldwide
591,2023-07-24,Cigna Algorithm PXDX Allegedly Rejected Thousands of Patient Claims En Masse in Breach of California Law,USA
