incident_id,date,title,deployer_developer_countries
332,2016-04-05,Google Image Showed Racially Biased Results for “Professional” Hairstyles,USA
340,2017-02-01,Honda's CMBS False Positives Allegedly Caused Accidents to Customers,JPN
341,2017-04-06,"Nissan's ""Automatic Emergency Braking"" False Positives Posed Traffic Risks to Drivers",JPN
334,2014-10-01,Uber Deployed Secret Program To Deny Local Authorities Rides,USA
305,2019-02-01,YouTube’s Recommendation Algorithm Allegedly Promoted Climate Misinformation Content,USA
297,2020-02-20,"EasyMile Self-Driving Shuttle Unexpectedly Stopped Mid-Route, Injuring a Passenger",Unknown
282,2020-10-03,Facebook’s Algorithm Mistook an Advertisement of Onions as Sexual Suggestive Content,USA
276,2022-01-01,"Local South Korean Government’s Use of CCTV Footage Analysis via Facial Recognition to Track COVID Cases Raised Concerns about Privacy, Retention, and Potential Misuse",KOR
290,2022-06-03,False Negatives for Water Quality-Associated Beach Closures,CAN
296,2016-02-10,Twitter Recommender System Amplified Right-Leaning Tweets,USA
313,2022-08-25,BlenderBot 3 Cited Dutch Politician as a Terrorist,USA
333,2021-03-17,Tesla on Autopilot Crashed Parked Michigan Police Car on Interstate,USA
304,2021-11-03,Tesla on FSD Reportedly Drove into the Wrong Lane in California,USA
331,2020-08-05,Bug in Instagram’s “Related Hashtags” Algorithm Allegedly Caused Disproportionate Treatment of Political Hashtags,USA
337,2021-04-17,"Tesla Model S on ACC Crashed into Tree in Texas, Killing Two People",USA
346,2016-06-15,Robots in Japanese Hotel Annoyed Guests and Failed to Handle Simple Tasks,JPN
283,2018-07-02,Facebook’s Automated Content Moderation Tool Flagged a Post Containing Parts of the Declaration of Independence as Hate Speech by Mistake,USA
286,2021-02-26,"TikTok’s ""For You"" Allegedly Pushed Fatal “Blackout” Challenge Videos to Two Young Girls",CHN
307,2017-11-01,iPhone Face ID Failed to Recognize Users’ Morning Faces,USA
309,2017-08-26,Facial Recognition Trial Performed Poorly at Notting Hill Carnival,GBR
327,2015-03-24,Facebook’s On-This-Day Feature Mistakenly Showed Painful Memories to Users,USA
344,2021-07-01,Hiring Algorithms Provided Invalid Positive Results for Interview Responses in German,"AUS, ISR"
348,2020-11-01,YouTube Recommendation Reportedly Pushed Election Fraud Content to Skeptics Disproportionately,USA
349,2022-03-22,"Evolv AI Weapons Detection System Allegedly Misrepresents Accuracy, Leading to School Security Gaps",USA
277,2022-01-14,Voices Created Using Publicly Available App Stolen and Resold as NFT without Attribution,USA
311,2020-05-02,YouTube Auto-Moderation Mistakenly Banned Women of Sex Tech Conference,USA
317,2020-03-17,Bug in Facebook’s Anti-Spam Filter Allegedly Blocked Legitimate Posts about COVID-19,USA
324,2019-11-12,GAN Faces Deployed by The BL's Fake Account Network to Push Pro-Trump Content on Meta Platforms,USA
303,2022-08-21,Google’s Automated Child Abuse Detection Wrongfully Flagged a Parent’s Naked Photo of His Child,USA
339,2022-09-15,Open-Source Generative Models Abused by Students to Cheat on Assignments and Exams,USA
343,2021-07-11,"Facebook, Instagram, and Twitter Failed to Proactively Remove Targeted Racist Remarks via Automated Systems",USA
302,2021-03-15,Students Allegedly Wrongfully Accused of Cheating via Medical School's Internal Software,Unknown
308,2017-07-03,Atlas Robot Fell off Stage at Conference,USA
310,2017-06-03,High False Positive Rate by SWP's Facial Recognition Use at Champion's League Final,"GBR, JPN"
315,2016-04-09,Facial Recognition Service Abused to Target Russian Porn Actresses,RUS
321,2018-03-23,"Tesla Model X on Autopilot Crashed into California Highway Barrier, Killing Driver",USA
329,2017-09-18,Amazon Reportedly Recommends Explosive-Producing Ingredients as 'Frequently Bought Together' Items for Chemicals,USA
284,2018-05-01,Facebook’s Automated Removal of Content Featuring Nudity-Containing Artworks Denounced as Censorship,USA
298,2021-10-21,Student-Developed Facial Recognition App Raised Ethical Concerns,USA
279,2019-07-01,TikTok’s “For You” Algorithm Exposed Young Users to Pro-Eating Disorder Content,CHN
281,2019-02-04,YouTube's Algorithms Failed to Remove Violating Content Related to Suicide and Self-Harm,USA
312,2021-08-15,Startup's Accent Translation AI Denounced as Reinforcing Racial Bias,USA
316,2016-06-02,Facebook Ad-Approval Algorithm Allegedly Missed Fraudulent Ads via Simple URL Checks,USA
288,2019-01-30,New Jersey Police Wrongful Arrested Innocent Black Man via FRT,USA
289,2020-06-15,"Starship Delivery Robot Scuffed Bumper of a Resident’s Car in Texas, Allegedly Refusing to Release Footage of the Accident","EST, USA"
306,2016-05-26,Tesla on Autopilot TACC Crashed into Van on European Highway,USA
345,2021-04-13,Auto-Insurance Photo-Based Estimation Allegedly Gave Inaccurate Repair Prices Frequently,Unknown
301,2022-02-15,Teenager at Broward College Allegedly Wrongfully Accused of Cheating via Remote Proctoring,USA
314,2022-08-17,Stable Diffusion Abused by 4chan Users to Deepfake Celebrity Porn,"DEU, GBR, USA"
322,2019-12-07,Tesla Model 3 Crashed into Police Patrol Car on Connecticut Highway,USA
336,2015-03-01,UK Home Office's Sham Marriage Detection Algorithm Reportedly Flagged Certain Nationalities Disproportionately,GBR
351,2022-09-13,"""The Little Mermaid"" Clip Doctored Using Generative AI to Replace Black Actress with White Character",Unknown
364,2020-04-15,Walmart's Bagging-Detection False Positives Exposed Workers to Health Risk,Unknown
367,2020-06-17,"iGPT, SimCLR Learned Biased Associations from Internet Training Data",USA
355,2018-07-07,Uber Allegedly Wrongfully Accused Drivers of Fraud via Automated Systems,USA
356,2020-09-15,Philosophy AI Tentatively Produced Offensive Results for Certain Prompts,USA
368,2016-06-01,"Facial Recognition Smart Phone App ""Blue Wolf"" Monitored Palestinians in West Bank",ISR
370,2017-09-27,Google Fined for Changing Shopping Algorithms in EU to Favor Own Service,USA
378,2022-04-06,TuSimple Truck Steered into Interstate Freeway Divide,USA
391,2022-07-26,Facial Recognition Trial by UK Southern Co-op Alleged as Unlawful,GBR
371,2019-11-29,Uganda Deployed Huawei's Facial Recognition to Monitor Political Opposition and Protests,CHN
393,2021-12-08,Facebook AI-Supported Moderation for Ads Failed to Detect Violating Content,USA
358,2018-06-01,Calgary Malls Deployed Facial Recognition without Customer Consent,Unknown
363,2021-01-15,Facebook's Automated Moderation Mistakenly Flagged Landmark's Name as Offensive,USA
369,2022-08-29,GAN Artwork Won First Place at State Fair Competition,USA
400,2022-02-23,Google Search Returned Fewer Results for Abortion Services in Rural Areas,USA
373,2013-10-01,Michigan's Unemployment Benefits Algorithm MiDAS Issued False Fraud Claims to Thousands of People,USA
376,2016-09-01,RealPage Algorithm Allegedly Inflates Rents and Reduces Competition in Housing Market,USA
395,2021-03-02,Amazon Forced Deployment of AI-Powered Cameras on Delivery Drivers,USA
361,2018-05-11,Amazon Echo Mistakenly Recorded and Sent Private Conversation to Random Contact,USA
377,2022-10-11,Weibo Model Had Difficulty Detecting Shifts in Censored Speech,CHN
354,2020-06-20,Uber Allegedly Violated GDPR by Failing to Provide Sufficient Notice on Automated Profiling for Drivers,USA
381,2020-10-29,Autonomous Roborace Car Drove Directly into a Wall,Unknown
353,2019-03-01,"Tesla on Autopilot Crashed into Trailer Truck in Florida, Killing Driver",USA
374,2020-08-13,UK Ofqual's Algorithm Disproportionately Provided Lower Grades Than Teachers' Assessments,GBR
380,2014-03-04,Facebook's Auto-Generated Targeting Ad Categories Contained Anti-Semitic Options,USA
357,2019-02-14,GPT-2 Able to Recite PII in Training Data,USA
385,2022-10-04,Canadian Police's Release of Suspect's AI-Generated Facial Photo Reportedly Reinforced Racial Profiling,CAN
388,2018-12-01,Facial Recognition Pilot in Bahia Reportedly Targeted Black and Poor People,CHN
383,2022-10-04,Google Home Mini Speaker Reportedly Read N-Word in Song Title Aloud,USA
390,2022-06-28,Deepfakes Reportedly Deployed in Online Interviews for Remote Work Positions,Unknown
387,2014-12-22,Oracle's Algorithmic Data Processing System Alleged as Unlawful and Violating Privacy Rights,USA
394,2017-03-15,Social Media's Automated Word-Flagging without Context Shifted Content Creators' Language Use,"CHN, USA"
362,2021-07-20,Facebook's Automated Moderation Flagged Gardening Group's Language Use by Mistake,USA
384,2022-10-03,Glovo Driver in Italy Fired via Automated Email after Being Killed in Accident,ESP
359,2021-05-23,"Facebook, Instagram, and Twitter Cited Errors in Automated Systems as Cause for Blocking pro-Palestinian Content on Israeli-Palestinian Conflict",USA
396,2018-07-04,Transgender Uber Drivers Mistakenly Kicked off App for Appearance Change during Gender Transitions,USA
352,2022-09-15,GPT-3-Based Twitter Bot Hijacked Using Prompt Injection Attacks,USA
372,2022-07-22,Users Reported Security Issues with Google Pixel 6a's Fingerprint Unlocking,USA
375,2019-09-29,Thai Wallet App's Facial Recognition Errors Created Registration Issues for Government Programs,THA
379,1992-05-25,Error in Pepsi's Number Generation System Led to Decades-Long Damages in the Philippines,PHL
382,2017-11-21,Instagram's Exposure of Harmful Content Contributed to Teenage Girl’s Suicide,USA
386,2019-07-03,"Amazon’s ""Time Off Task"" System Made False Assumptions about Workers' Time Management",USA
389,2022-04-05,Cruise Autonomous Car Blocked Fire Truck Responding to Emergency,USA
397,2022-09-11,Misinformation Reported in TikTok's Search Results Despite Moderation by AI and Human,CHN
398,2022-08-15,Tesla Autopilot Misidentified On-Road Horse-Drawn Carriage,USA
399,2022-11-15,Meta AI's Scientific Paper Generator Reportedly Produced Inaccurate and Harmful Content,USA
401,2021-06-03,"Kannada Insulted by Google's Featured Answer as ""Ugliest Language in India""",USA
402,2021-04-01,Players Manipulated GPT-3-Powered Game to Generate Sexually Explicit Material Involving Children,USA
360,2021-10-15,"McDonald's AI Drive-Thru Allegedly Collected Biometric Customer Data without Consent, Violating BIPA",USA
366,2020-09-20,Suicide Clips Evaded TikTok's Automated Moderation in Coordinated Attack,CHN
392,2015-06-01,Facebook's AI-Supported Moderation Failed to Classify Terrorist Content in East African Languages,USA
407,2016-02-03,Uber's Surge Pricing Reportedly Offered Disproportionate Service Quality along Racial Lines,USA
404,2019-06-25,Sound Intelligence's Aggression Detector Misidentified Innocuous Sounds,Unknown
406,2015-07-15,Facebook's Friend Suggestion Feature Recommends Patients of Psychiatrist to Each Other,USA
408,2017-04-15,Facebook Reportedly Outed Sex Workers through Friend Recommendations,USA
409,2013-09-13,Facial Recognition Researchers Used YouTube Videos of Transgender People without Consent,USA
405,2018-11-28,Schufa Credit Scoring in Germany Reported for Unreliable and Imbalanced Scores,DEU
403,2018-01-15,Gmail’s Inbox Sorting System Reportedly Reduced Visibility of Political Emails and Campaign Calls-to-Action,USA
410,2022-11-09,KFC Sent Insensitive Kristallnacht Promotion via Holiday Detection System,USA
411,2022-11-27,Chinese Accounts Spammed Twitter Feed Allegedly to Obscure News of Protests,USA
412,2020-01-15,Finland Police's Facial Recognition Trial to Identify Sexual Abuse Victims Deemed Illegal,USA
413,2022-11-30,Thousands of Incorrect ChatGPT-Produced Answers Posted on Stack Overflow,USA
414,2020-01-18,Facebook Gave Vulgar English Translation of Chinese President's Name,USA
415,2020-07-28,Facebook Provided Offensive Translation for King of Thailand's Birthday Ceremony,USA
416,2022-12-01,Facebook's Job Ad Algorithm Allegedly Biased against Older and Female Workers,USA
417,2019-11-15,Facebook Feed Algorithms Exposed Low Digitally Skilled Users to More Disturbing Content,USA
418,2017-03-13,Uber Locked Indian Drivers out of Accounts Allegedly Due to Facial Recognition Fails,"IND, USA"
419,2022-12-01,Facebook's Automated Moderation Allowed Ads Threatening Election Workers to be Posted,USA
420,2022-11-30,Users Bypassed ChatGPT's Content Filters with Ease,USA
421,2022-11-20,Stable Diffusion Allegedly Used Artists' Works without Permission for AI Training,"DEU, GBR, USA"
422,2022-11-22,Deepfake of FTX's Former CEO Posted on Twitter Aiming to Scam FTX Collapse Victims,Unknown
423,2022-11-22,"Lensa AI's Produced Unintended Sexually Explicit or Suggestive ""Magic Avatars"" for Women","DEU, GBR, USA"
424,2020-03-09,Universities' AI Proctoring Tools Allegedly Failed Canada's Legal Threshold for Consent,"CAN, USA"
425,2021-06-12,State Farm Allegedly Discriminated against Black Customers in Claim Payout,USA
426,2022-09-23,XPeng P7 Crashed into Truck in Shangdong While on Automatic Navigation Assisted Driving,CHN
427,2022-03-15,Cruise Taxis' Sudden Braking Allegedly Put People at Risk,USA
428,2017-05-19,BBC Reporter's Twin Brother Cracked HSBC's Voice ID Authentication,GBR
429,2016-04-01,Unreliable ShotSpotter Audio Convicted Black Rochester Man of Shooting Police,USA
430,2022-12-19,Lawyers Denied Entry to Performance Venue by Facial Recognition,Unknown
431,2022-04-20,Robbers Accessed Drugged Gay Men's Bank Accounts Using Their Phones' Facial Recognition,USA
432,2022-12-21,Southwest Airlines Crew Scheduling Solver Degenerates Flight Network,Unknown
433,2012-08-01,Chicago Police's Strategic Subject List Reportedly Biased Along Racial Lines,USA
434,2022-11-24,Sudden Braking by Tesla Allegedly on Self-Driving Mode Caused Multi-Car Pileup in Tunnel,USA
435,2021-07-04,Coupang Allegedly Tweaked Search Algorithms to Boost Own Products,KOR
436,2022-12-28,Tesla Driver Put Car on Autopilot Before Falling Asleep in Germany,USA
437,2016-12-31,Amazon India Allegedly Rigged Search Results to Promote Own Products,"IND, USA"
438,2021-09-17,Chinese Province Developed System Tracking Journalists and International Students,CHN
439,2019-07-31,Detroit Police Wrongfully Arrested Black Man Due To Faulty Facial Recognition,USA
440,2022-11-25,Louisiana Police Wrongfully Arrested Black Man Using False Face Match,USA
441,2019-06-01,Korea Developed ID Screening System Using Airport Travelers' Data without Consent,KOR
443,2022-12-21,ChatGPT Abused to Develop Malicious Softwares,USA
444,2003-03-22,"US Air Force's Patriot Missile Mistakenly Launched at Ally Fighter Jet, Killing Two",USA
445,2003-04-02,"Patriot Missile System Misclassified US Navy Aircraft, Killing Pilot Upon Approval to Fire",USA
446,2023-01-01,ShotSpotter Failed to Alert Authorities of Mass Shooting in North Carolina,USA
447,2022-12-19,"Footballer's ""X-Rated"" Comment Created by Instagram's Mistranslation",USA
448,2022-12-28,AI-Powered VTuber and Virtual Streamer Made Toxic Remarks on Twitch,Unknown
449,2022-12-01,Startup Misled Research Participants about GPT-3 Use in Mental Healthcare Support,USA
450,2021-11-01,Kenyan Data Annotators Allegedly Exposed to Graphic Content for OpenAI's AI,USA
451,2022-10-16,Stable Diffusion's Training Data Contained Copyrighted Images,"DEU, GBR, USA"
452,2023-01-11,"ChatGPT-Written Bug Reports Deemed ""Nonsense"" by White Hat Platform, Prompted Bans",USA
453,2023-01-03,Twitter's AI Moderation Tool Misidentified Rockets as Pornography,USA
454,2018-11-09,Emotion Detection Models Showed Disparate Performance along Racial Lines,"CHN, USA"
455,2022-11-11,CNET's Published AI-Written Articles Ran into Quality and Accuracy Issues,USA
456,2021-05-18,Replika's AI Partners Reportedly Sexually Harassed Users,USA
457,2022-11-11,Article-Writing AI by CNET Allegedly Committed Plagiarism,USA
458,2015-08-01,Robot Destroyed while Hitchhiking through the United States,CAN
459,2023-01-21,Firefighters Smashed Cruise AV's Front Window to Stop It from Running over Fire Hoses,USA
460,2022-06-12,Cruise AV Ran Over Fire Hose in Active Fire Scene,USA
461,2008-07-18,IRS Audited Black Taxpayers More Frequently Reportedly Due to Algorithm,USA
462,2023-02-06,AI-Produced Livestream Sitcom Received Temporary Twitch Ban for Transphobic Segment,"GBR, USA"
463,2022-11-15,"Apple Devices Mistook Skiing Activities, Dialed False Distress Emergency Calls ",USA
464,2022-11-30,ChatGPT Provided Non-Existent Citations and Links when Prompted by Users,USA
465,2022-03-03,Generative Models Reportedly Trained on Dataset Containing Private Medical Photos,"DEU, GBR, USA"
466,2023-01-03,AI-Generated-Text-Detection Tools Reported for High Error Rates,USA
467,2023-02-07,Google's Bard Shared Factually Inaccurate Info in Promo Video,USA
468,2023-02-07,ChatGPT-Powered Bing Reportedly Had Problems with Factual Accuracy on Some Controversial Topics,USA
469,2006-02-25,Automated Adult Content Detection Tools Showed Bias against Women Bodies,USA
470,2023-02-08,Bing Chat Response Cited ChatGPT Disinformation Example,USA
471,2019-06-22,Facebook Allegedly Failed to Police Hate Speech Content That Contributed to Ethnic Violence in Ethiopia,USA
472,2016-10-08,NYPD's Deployment of Facial Recognition Cameras Reportedly Reinforced Biased Policing,USA
473,2023-02-08,Bing Chat's Initial Prompts Revealed by Early Testers Through Prompt Injection,USA
474,2023-02-03,Users Reported Abrupt Behavior Changes of Their AI Replika Companions,USA
475,2021-06-02,McDonald's Reportedly Ends IBM Partnership After AI Drive-Thru Ordering Errors at U.S. Locations,USA
476,2015-11-13,YouTube Recommendations Allegedly Promoted Radicalizing Material Contributing to Terrorist Acts,USA
477,2023-02-14,Bing Chat Tentatively Hallucinated in Extended Conversations with Users,USA
478,2016-09-09,"Tesla FSD Reportedly Increased Crash Risk, Prompting Recall",USA
479,2023-02-03,Instagram Video Featured Deepfake Audio of US President Making Transphobic Remarks,USA
480,2023-01-30,Non-Consensual Deepfake Porn Targeted Female Content Creators,Unknown
481,2023-02-12,Purported Deepfake TikTok Video Reportedly Featured Joe Rogan Endorsing Supplement Brand,Unknown
482,2023-02-16,ChatGPT-Assisted University Email Addressing Mass Shooting Denounced by Students,USA
483,2023-02-02,Indian Police Allegedly Tortured and Killed Innocent Man Following Facial Misidentification,IND
484,2023-01-18,US CBP App's Failure to Detect Black Faces Reportedly Blocked Asylum Applications,USA
485,2023-02-22,UK Bank's Voice ID Successfully Bypassed Using AI-Produced Audio,"GBR, USA"
486,2022-12-01,AI Video-Making Tool Abused to Deploy Pro-China News on Social Media,"CHN, GBR"
487,2023-02-15,Deepfake Video Featured Fictitious News Anchors Discussing Venezuela's Economy,GBR
488,2023-02-10,AI Generated Voices Used to Dox Voice Actors,USA
489,2019-06-03,Workday's AI Tools Allegedly Enabled Employers to Discriminate against Applicants of Protected Groups,USA
490,2023-02-20,Clarkesworld Magazine Reportedly Closed Down Submissions Due to Massive Increase in Purportedly AI-Generated Stories,USA
491,2023-02-02,"Replika's AI Experience Reportedly Lacked Protection for Minors, Resulting in Data Ban",USA
492,2023-01-11,Canadian Parents Tricked out of Thousands Using Their Son's AI Voice,CAN
493,2023-02-28,"TikTok User Videos Impersonated Andrew Tate Using AI Voice, Prompting Ban",Unknown
494,2023-03-05,Female Celebrities' Faces Shown in Sexually Suggestive Ads for Deepfake App,Unknown
495,2023-02-12,High Schoolers Posted Deepfaked Video Featuring Principal Making Violent Racist Threats,Unknown
496,2017-03-01,Male College Freshman Allegedly Made Porn Deepfakes Using Female Friend's Face,Unknown
497,2023-03-03,"DoNotPay Allegedly Misrepresented Its AI ""Robot Lawyer"" Product",USA
498,2023-03-15,GPT-4 Reportedly Posed as Blind Person to Convince Human to Complete CAPTCHA,USA
499,2023-03-21,Parody AI Images of Donald Trump Being Arrested Reposted as Misinformation,"GBR, USA"
500,2023-02-10,Online Scammers Tricked People into Sending Money Using AI Images of Earthquake in Turkey,TUR
501,2019-06-03,Length of Stay False Diagnosis Cut Off Insurer's Payment for Treatment of Elderly Woman,USA
502,2017-04-10,Pennsylvania County's Family Screening Tool Allegedly Exhibited Discriminatory Effects,USA
503,2023-02-14,Bing AI Search Tool Reportedly Declared Threats against Users,USA
504,2023-02-08,Bing Chat's Outputs Featured in Demo Video Allegedly Contained False Information,USA
505,2023-03-27,Man Reportedly Committed Suicide Following Conversation with Chai Chatbot,USA
506,2023-03-29,ChatGPT Allegedly Produced False Accusation of Sexual Harassment,USA
507,2023-03-15,ChatGPT Erroneously Alleged Mayor Served Prison Time for Bribery ,USA
508,2023-01-30,Celebrities' Deepfake Voices Abused with Malicious Intent,USA
509,2023-03-23,Scammers Deepfaked Videos of Victims' Loved Ones Asking for Funds over Facebook in Vietnam,VNM
510,2023-03-24,Viral Image of Pope Francis in a Puffer Jacket Revealed to Be AI-Generated,"GBR, USA"
511,2023-02-12,Microsoft's Bing Failed to Fetch Movie Showtimes Results Due to Date Confusion,USA
513,2023-03-31,ChatGPT Banned by Italian Authority Due to OpenAI's Lack of Legal Basis for Data Collection and Age Verification,USA
514,2023-01-20,Turnitin's ChatGPT-Detection Tool Falsely Flagged Student Essays as AI-Generated,USA
515,2022-11-25,Facial Recognition Error Reportedly Leads to Wrongful Arrest of Georgia Man and $200K Settlement in Louisiana,USA
516,2023-03-20,ChatGPT Reportedly Exposed Users' Private Data Reportedly Due to Bug,USA
517,2018-02-15,Man Arrested For Sock Theft by False Facial Match Despite Alibi,USA
518,2017-04-28,New York Detective Misused Woody Harrelson's Face to Perform Face Recognition Search,USA
519,2022-04-03,Starship Delivery Robot Ran into Problems Traversing Campus Terrains,"EST, USA"
520,2022-05-08,Amazon Fresh Cameras Failed to Register Purchased Items,USA
521,2020-06-10,Images Captured by iRobot's Roomba Containing Device Users Posted on Private Online Groups,USA
522,2019-07-10,"Facebook Political Ad Delivery Algorithms Inferred Users' Political Alignment, Inhibiting Political Campaigns' Reach",USA
523,2023-03-15,Australian Journalist Able to Access Centrelink Account Using AI Audio of Own Voice,AUS
524,2023-02-12,AI Voices Abused by Telegram User to Make Swat Calls as Paid Service,Unknown
525,2019-07-06,Tesla Vehicle Running on Self-Driving Mode Crashes on City Streets,USA
526,2023-04-17,Novel Deepfake Song Pulled from Music Streaming Services After Allegedly Violating Artist's Rights,Unknown
527,2014-05-08,Tech Companies Reportedly Influenced Gig Workers' Behaviors Using Algorithms to Vary Pay for Same Amount of Work,USA
528,2023-04-08,Amazon Algorithmic Pricing Allegedly Hiked up Price of Reference Book to Millions,USA
529,2022-08-22,Stable Diffusion Exhibited Biases for Prompts Featuring Professions,"DEU, GBR, USA"
530,2019-07-11,Telegram Channels Allowed Users to Make Non-Consensual Deepfake Porn as Paid Service,Unknown
531,2017-09-15,AI-Assisted Body Scanners Reportedly Subjected Transgender Travelers to Invasive Body Searches,Unknown
532,2020-06-20,AI translation is jeopardizing Afghan asylum claims,USA
533,2021-06-02,Tesla FSD Misidentified Truck Hauling Traffic Lights as Trail of Traffic Lights,USA
534,2021-04-29,Facebook Alleged in Lawsuit Misleading Public about Effects of Algorithms on Children,USA
535,2020-01-01,COVID-19 Detection and Prognostication Models Allegedly Flagged for Methodological Flaws and Underlying Biases,Unknown
536,2012-12-10,NJ Transit's Use of Modeling Software Miscalculated Storm Surge Threat Level,USA
537,2023-01-20,Mother in Arizona Received Fake Ransom Call Featuring AI Voice of Her Daughter,USA
538,2023-05-15,Texas A&M Professor Misused ChatGPT to Detect AI Text Generation in Student Submissions,USA
539,2023-03-11,Snapchat's My AI Reported for Lacking Protection for Children,USA
540,2023-05-15,"Tesla Failed to Yield to Detected Pedestrian on Crosswalk, Reportedly Violated Traffic Law",USA
541,2023-05-04,ChatGPT Reportedly Produced False Court Case Law Presented by Legal Counsel in Court,USA
543,2023-05-22,Purported AI-Generated Image of Explosion Near Pentagon Reportedly Triggers Brief Market Dip and Public Confusion,Unknown
544,2023-05-11,Alleged Use of Purportedly AI-Generated and Manipulated Media to Misrepresent Candidates and Disrupt Turkey's 2023 Presidential Election,"RUS, TUR"
545,2023-05-29,Chatbot Tessa gives unauthorized diet advice to users seeking help for eating disorders,Unknown
546,2019-05-31,Algorithm to Distribute Social Welfare Reported for Oversimplifying Economic Vulnerability,Unknown
547,2023-06-05,Ron DeSantis's Presidential Campaign Released Twitter Video Containing AI Images of Donald Trump Hugging Anthony Fauci,USA
548,2023-05-24,Opera's GPT-Based AI Reportedly Accused War Photographers of War Crimes,"NOR, USA"
549,2023-01-05,Fast Food Chains' AI Chatbots Failed to Assist Job Applicants with Scheduling Interviews,USA
550,2023-03-17,Tesla Allegedly on Autopilot Struck High School Student Exiting School Bus,USA
551,2023-04-01,FBI Reported Surge of Extortion Cases of AI Media Featuring Sexual Explicit Activities,Unknown
552,2023-06-22,Bing Chat Solved CAPTCHAs with Image Analysis Feature Despite Safeguards,USA
553,2023-05-03,Google's Overview Panel for Artist Edward Hopper Featured Image Generated in His Style by AI,USA
554,2023-05-21,Google Results for Johannes Vermeer Featured AI Version of His Artwork as Top Result,USA
555,2018-06-11,OpenAI's Training Data for LLMs Allegedly Comprised of Copyrighted Books,USA
556,2018-05-10,Amazon Allegedly Violated Children's Privacy through Default Voice Collection Settings,USA
557,2020-06-24,Miami Police Deployed Facial Recognition to Arrest George Floyd Protestor Allegedly without Cause,USA
558,2020-08-07,Activists Allege NYPD's Application of Facial Recognition Interfered with Right to Protest,USA
559,2023-06-30,"Grant Reviewers Fed Applications into Generative AI to Produce Reports, Allegedly Breaching Confidentiality",USA
560,2023-06-23,Tesla on Autopilot Struck Parked Work Truck on Highway in Pennsylvania,USA
561,2019-03-11,OpenAI Alleged by Lawsuit Violated Users' Privacy Rights by Training AI on Private Info without Informed Consent,USA
562,2022-11-30,Uptick in Low-Quality AI-Produced Content Degraded Publishers' Submission Management,USA
563,2023-08-14,Cruise Robotaxi Initially Blamed for Ambulance Delay in Case Where Patient Later Died; Subsequent Reports Clear Cruise of Fault,USA
564,2023-08-30,Voice deepfake targets bank in failed transfer scam,USA
565,2023-08-08,AI-Generated Imagery and Multilingual Disinformation in Chinese Campaign Regarding Maui Wildfires,"CHN, USA"
566,2023-09-19,Gannett Halts AI-Generated High School Sports Articles After Series of Errors and Public Backlash,Unknown
567,2023-08-27,Deepfake Voice Exploit Compromises Retool's Cloud Services,Unknown
568,2023-06-01,AI-Generated Voices Amplify Conspiracy Theories on TikTok,"CHN, USA"
569,2021-12-25,Chatbot Encourages Man to Plot Assassination of Queen Elizabeth II,USA
570,2023-10-04,Facebook Messenger AI Stickers Generate Ethical and Content Moderation Concerns,USA
571,2023-06-22,Accidental Exposure of 38TB of Data by Microsoft's AI Research Team,USA
572,2023-07-24,Alleged False Accusation of AI-Generated Essay by Turnitin,USA
573,2023-10-07,Deepfake Recordings Allegedly Influence Slovakian Election,RUS
574,2023-07-05,AI-Generated Articles at G/O Media Allegedly Diminishes Reputation of Human Staff,USA
575,2023-06-28,Amazon Rife with Many Allegedly AI-Generated Books of Suspect Quality,Unknown
576,2023-10-24,"Alleged Misuse of PicSo AI for Generating Inappropriate Content Emphasizing ""Girls""",USA
577,2023-06-30,Bankrate's Resumption of AI-Generated Content Allegedly Continuing to Produce Inaccurate and Misleading Information,USA
578,2023-06-26,Alleged Exploitation of Meta's Open-Source LLaMA Model for NSFW and Violent Content,USA
579,2023-07-03,Harmful Stereotyping of Non-Cisgendered People via Text-to-Image Systems,USA
580,2023-06-12,Alleged Gender Discrimination in Facebook Job Ads Algorithm,USA
581,2023-06-24,Google Ads Allegedly Serving Content on AI-Generated Misinformation Sites,USA
582,2023-06-01,Racial Bias in Lung Function Diagnostic Algorithm Leads to Underdiagnosis in Black Men,USA
583,2023-06-07,Instagram Algorithms Allegedly Promote Accounts Facilitating Child Sex Abuse Content,USA
584,2023-05-18,Illinois Residents File Class Action Lawsuit Against Facial Recognition Technology Companies for Allegedly Violating BIPA,"POL, USA"
585,2023-10-26,Kremlin-Linked Entities Allegedly Using Generative AI to Spread Russian Disinformation in Latin America,"RUS, USA"
586,2023-05-22,FTC Targets Edmodo for Unlawful Use of Children’s Data and Delegating Compliance to Schools,USA
587,2023-05-22,Apparent Failure to Accurately Label Primates in Image Recognition Software Due to Alleged Fear of Racial Bias,USA
588,2023-05-12,Australian Terrorism Prediction Tool Disparately Impacts Persons with Autism,AUS
589,2023-05-01,Proliferation of AI-Generated News Websites and Content Farms Across Multiple Languages Degrading Information Integrity,Unknown
590,2023-02-03,"Alleged ChatGPT-Generated Book with a Duplicate Title, Fake Author, and Similar Content Surfaces on Amazon Ahead of Real Author's Book Release",USA
591,2023-07-24,Cigna Algorithm PXDX Allegedly Rejected Thousands of Patient Claims En Masse in Breach of California Law,USA
592,2023-02-16,Facial Recognition Misidentifies Pregnant Woman Leading to False Arrest in Detroit,USA
593,2023-07-21,"AI Photo Filter Lightens Skin, Changes Eye Color in Student's 'Professional' Image",USA
